Tue 12/09/2025 13:44:41.20 . INITIALIZE file C:\temp\mDCT_v1.54\LCN01ESVTB_20251209_133828\_Network\netstat.txt by experionadmin on LCN01ESVTB in Domain ALONBIGSCTRL 
mDCT++ [v1.54] (krasimir.kumanov@gmail.com) 

================================================================================== 
===== 13:44:41.23 : netstat -natoq 
================================================================================== 

Active Connections

  Proto  Local Address          Foreign Address        State           PID      Offload State

  TCP    0.0.0.0:80             0.0.0.0:0              LISTENING       4	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51606     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51608     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51652     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51658     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51692     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51699     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51721     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51818     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51821     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:51876     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.22:52025     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51831     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51833     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51845     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51848     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51857     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51877     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:51934     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:52071     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.24:52299     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.40:54853     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.40:54855     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.41:53535     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.41:53563     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.42:52527     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.42:52547     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.44:52444     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.44:52445     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.50:53950     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.50:53957     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.52:54076     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.52:54085     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.54:51884     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.54:51899     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.56:54480     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.56:54495     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.58:52574     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.58:52582     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.65:52318     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.65:52322     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.69:54377     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.69:54381     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.71:53601     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.71:53633     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.80:52899     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.80:52903     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.82:53185     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.82:53189     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.83:52743     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.83:52759     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.84:55077     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.84:55088     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.86:51361     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.86:51365     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.88:53658     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.88:53673     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.90:52941     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55556     172.20.75.90:52955     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55557     172.20.75.24:51522     ESTABLISHED     4136	InHost      
  TCP    172.20.75.24:55557     172.20.75.24:51523     ESTABLISHED     4136	InHost      
  TCP    172.20.75.24:55563     172.20.75.22:51700     ESTABLISHED     11188	InHost      
  TCP    172.20.75.24:55563     172.20.75.22:51723     ESTABLISHED     11188	InHost      
  TCP    172.20.75.24:55563     172.20.75.24:51850     ESTABLISHED     11188	InHost      
  TCP    172.20.75.24:55563     172.20.75.24:51883     ESTABLISHED     11188	InHost      
  TCP    172.20.75.24:55608     172.20.75.22:51502     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.22:51518     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.22:51592     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.22:51643     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.22:51749     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.24:51843     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.24:51844     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.40:54846     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.41:53525     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.42:52524     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.44:52423     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.50:53942     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.52:54055     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.54:51875     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.56:54476     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.58:52572     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.65:52301     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.69:54367     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.71:53598     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.80:52895     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.82:53178     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.83:52731     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.84:55066     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.86:51348     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.88:53634     ESTABLISHED     11528	InHost      
  TCP    172.20.75.24:55608     172.20.75.90:52939     ESTABLISHED     11528	InHost      
  TCP    0.0.0.0:51097          0.0.0.0:0              BOUND           19776	InHost      
  TCP    0.0.0.0:51102          0.0.0.0:0              BOUND           19776	InHost      
  TCP    0.0.0.0:51132          0.0.0.0:0              BOUND           2892	InHost      
  TCP    0.0.0.0:51133          0.0.0.0:0              BOUND           2892	InHost      
  TCP    0.0.0.0:51500          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:51521          0.0.0.0:0              BOUND           5768	InHost      
  TCP    0.0.0.0:51522          0.0.0.0:0              BOUND           5004	InHost      
  TCP    0.0.0.0:51523          0.0.0.0:0              BOUND           6384	InHost      
  TCP    0.0.0.0:51531          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:51542          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:51619          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:51620          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:51628          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:51645          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:51657          0.0.0.0:0              BOUND           6744	InHost      
  TCP    0.0.0.0:51659          0.0.0.0:0              BOUND           6744	InHost      
  TCP    0.0.0.0:51668          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:51682          0.0.0.0:0              BOUND           7676	InHost      
  TCP    0.0.0.0:51683          0.0.0.0:0              BOUND           7676	InHost      
  TCP    0.0.0.0:51726          0.0.0.0:0              BOUND           4144	InHost      
  TCP    0.0.0.0:51740          0.0.0.0:0              BOUND           6376	InHost      
  TCP    0.0.0.0:51831          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:51833          0.0.0.0:0              BOUND           11664	InHost      
  TCP    0.0.0.0:51836          0.0.0.0:0              BOUND           11664	InHost      
  TCP    0.0.0.0:51843          0.0.0.0:0              BOUND           6384	InHost      
  TCP    0.0.0.0:51844          0.0.0.0:0              BOUND           5004	InHost      
  TCP    0.0.0.0:51845          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:51848          0.0.0.0:0              BOUND           11672	InHost      
  TCP    0.0.0.0:51850          0.0.0.0:0              BOUND           11672	InHost      
  TCP    0.0.0.0:51853          0.0.0.0:0              BOUND           11672	InHost      
  TCP    0.0.0.0:51855          0.0.0.0:0              BOUND           11672	InHost      
  TCP    0.0.0.0:51857          0.0.0.0:0              BOUND           3312	InHost      
  TCP    0.0.0.0:51877          0.0.0.0:0              BOUND           13404	InHost      
  TCP    0.0.0.0:51879          0.0.0.0:0              BOUND           13404	InHost      
  TCP    0.0.0.0:51883          0.0.0.0:0              BOUND           13404	InHost      
  TCP    0.0.0.0:51884          0.0.0.0:0              BOUND           13404	InHost      
  TCP    0.0.0.0:51912          0.0.0.0:0              BOUND           3312	InHost      
  TCP    0.0.0.0:51934          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:52071          0.0.0.0:0              BOUND           4120	InHost      
  TCP    0.0.0.0:52154          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52157          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52159          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52160          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52161          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52164          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52166          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52167          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52171          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52172          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52173          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52174          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52175          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52178          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52180          0.0.0.0:0              BOUND           7344	InHost      
  TCP    0.0.0.0:52209          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:52287          0.0.0.0:0              BOUND           8764	InHost      
  TCP    0.0.0.0:52299          0.0.0.0:0              BOUND           17624	InHost      
  TCP    0.0.0.0:52300          0.0.0.0:0              BOUND           17624	InHost      
  TCP    0.0.0.0:52332          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52334          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52336          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52338          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52403          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52405          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52408          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52410          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52412          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52414          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52416          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52417          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52421          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52423          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52425          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52427          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52429          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52431          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52433          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52435          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52437          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52439          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52441          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52443          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52445          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52447          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52449          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52450          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52451          0.0.0.0:0              BOUND           940	InHost      
  TCP    0.0.0.0:52540          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52541          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:52543          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52571          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52574          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52575          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52576          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52577          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52578          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52579          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52580          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52582          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52583          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52586          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52587          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52588          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52590          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52591          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52593          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52594          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52595          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52596          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52600          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52601          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52602          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52603          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52604          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52605          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52606          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52607          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52608          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52609          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52610          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52611          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52612          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52613          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52614          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52617          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52618          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52619          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52620          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52621          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52623          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52624          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52625          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52627          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:52628          0.0.0.0:0              BOUND           6172	InHost      
  TCP    0.0.0.0:53182          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:53208          0.0.0.0:0              BOUND           1388	InHost      
  TCP    0.0.0.0:53349          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:53416          0.0.0.0:0              BOUND           14576	InHost      
  TCP    0.0.0.0:53575          0.0.0.0:0              BOUND           812	InHost      
  TCP    0.0.0.0:53836          0.0.0.0:0              BOUND           24920	InHost      
  TCP    0.0.0.0:53883          0.0.0.0:0              BOUND           20768	InHost      
  TCP    0.0.0.0:53887          0.0.0.0:0              BOUND           16068	InHost      
  TCP    0.0.0.0:53998          0.0.0.0:0              BOUND           18008	InHost      
  TCP    0.0.0.0:54144          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54234          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54273          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:54300          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54312          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54384          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54385          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54398          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:54416          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54454          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54485          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54486          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54487          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54488          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54489          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54490          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54491          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54492          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54493          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54494          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54495          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54496          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54497          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54498          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54499          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54500          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54501          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54524          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54525          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54526          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54539          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54543          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54544          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54546          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54547          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54551          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54552          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54556          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54557          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54561          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54562          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54564          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54565          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54574          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54575          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54576          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54577          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54579          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54580          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54581          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54582          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:54590          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:54600          0.0.0.0:0              BOUND           11528	InHost      
  TCP    0.0.0.0:54610          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54611          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54612          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54613          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54614          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54615          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54616          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54617          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54618          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54619          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54620          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54621          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54622          0.0.0.0:0              BOUND           3044	InHost      
  TCP    0.0.0.0:54623          0.0.0.0:0              BOUND           6120	InHost      
  TCP    0.0.0.0:54637          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54638          0.0.0.0:0              BOUND           508	InHost      
  TCP    0.0.0.0:54819          0.0.0.0:0              BOUND           4136	InHost      
  TCP    0.0.0.0:55169          0.0.0.0:0              BOUND           18396	InHost      
  TCP    0.0.0.0:55179          0.0.0.0:0              BOUND           764	InHost      
  TCP    0.0.0.0:55181          0.0.0.0:0              BOUND           18396	InHost      
  TCP    0.0.0.0:55182          0.0.0.0:0              BOUND           18396	InHost      
  TCP    0.0.0.0:55212          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:55329          0.0.0.0:0              BOUND           7384	InHost      
  TCP    0.0.0.0:55488          0.0.0.0:0              BOUND           4188	InHost      
  TCP    0.0.0.0:55489          0.0.0.0:0              BOUND           4188	InHost      
  TCP    0.0.0.0:55529          0.0.0.0:0              BOUND           4244	InHost      
  TCP    0.0.0.0:55532          0.0.0.0:0              BOUND           23376	InHost      
  TCP    0.0.0.0:55534          0.0.0.0:0              BOUND           23376	InHost      
  TCP    [::]:80                [::]:0                 LISTENING       4	InHost      
  TCP    [::]:135               [::]:0                 LISTENING       508	InHost      
  TCP    [::]:443               [::]:0                 LISTENING       4	InHost      
  TCP    [::]:445               [::]:0                 LISTENING       4	InHost      
  TCP    [::]:808               [::]:0                 LISTENING       3244	InHost      
  TCP    [::]:1010              [::]:0                 LISTENING       3232	InHost      
  TCP    [::]:1311              [::]:0                 LISTENING       3188	InHost      
  TCP    [::]:1337              [::]:0                 LISTENING       7024	InHost      
  TCP    [::]:1433              [::]:0                 LISTENING       4244	InHost      
  TCP    [::]:3389              [::]:0                 LISTENING       1096	InHost      
  TCP    [::]:5017              [::]:0                 LISTENING       5080	InHost      
  TCP    [::]:5985              [::]:0                 LISTENING       4	InHost      
  TCP    [::]:8071              [::]:0                 LISTENING       4	InHost      
  TCP    [::]:8082              [::]:0                 LISTENING       4	InHost      
  TCP    [::]:9860              [::]:0                 LISTENING       940	InHost      
  TCP    [::]:40007             [::]:0                 LISTENING       25568	InHost      
  TCP    [::]:40200             [::]:0                 LISTENING       3244	InHost      
  TCP    [::]:40209             [::]:0                 LISTENING       18396	InHost      
  TCP    [::]:40211             [::]:0                 LISTENING       18988	InHost      
  TCP    [::]:40213             [::]:0                 LISTENING       14952	InHost      
  TCP    [::]:40214             [::]:0                 LISTENING       4188	InHost      
  TCP    [::]:40215             [::]:0                 LISTENING       4160	InHost      
  TCP    [::]:40217             [::]:0                 LISTENING       4300	InHost      
  TCP    [::]:40218             [::]:0                 LISTENING       24920	InHost      
  TCP    [::]:40219             [::]:0                 LISTENING       16068	InHost      
  TCP    [::]:40220             [::]:0                 LISTENING       12768	InHost      
  TCP    [::]:40226             [::]:0                 LISTENING       4464	InHost      
  TCP    [::]:40227             [::]:0                 LISTENING       4464	InHost      
  TCP    [::]:40259             [::]:0                 LISTENING       18056	InHost      
  TCP    [::]:40300             [::]:0                 LISTENING       4060	InHost      
  TCP    [::]:45000             [::]:0                 LISTENING       24936	InHost      
  TCP    [::]:47001             [::]:0                 LISTENING       4	InHost      
  TCP    [::]:49999             [::]:0                 LISTENING       13424	InHost      
  TCP    [::]:50001             [::]:0                 LISTENING       13976	InHost      
